,Disease,Symptoms
141,11,"I am experiencing headaches, nausea, vomiting, dizziness, lowered vision, disturbance of memory, spots or clouds in vision, of the face, blindness, long menstrual periods"
142,11,"I have headache, nausea, vomiting, dizziness, diminished vision, trouble with memory, spots or clouds in vision, the face, blindness, long menstrual periods"
143,11,"I am experiencing acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, irritability, visual disturbances"
144,12,"I have back pain, weakness in my limbs, neck pain, dizziness, loss of balance"
145,12,"I have back pain, weakness of the limbs, neck pain, dizziness, loss of balance."
146,12,"I am experiencing back pain, weakness in the limbs, neck pain, dizziness, loss of balance"
147,12,"I am experiencing back pain, limb weakness, neck pain, dizziness, loss of balance."
148,12,"I am experiencing  back pain,  weakness in limbs,  neck pain,  dizziness,  loss of balance"
149,12,"I am experiencing back pain, weakness in the limbs, neck pain, dizziness, loss of balance"
150,12,"I have back pain, weakness in limbs, neck pain, dizziness, loss of balance"
151,12,"I have back pain, weakness in the limbs, neck pain, dizziness, loss of balance."
152,12,"I have back pain, weakness in limbs, neck pain, dizziness, and loss of balance"
153,13,"I have vomiting, headache, weakness of one side of my body, altered sense."
154,13,"I am experiencing vomiting, headache, weakness of one body side, altered senses"
155,13,"I am experiencing vomiting, headache, weakness of one side of the body and altered sensorium."
156,13,"I experience vomiting, headache, weakness on one side of my body, altered sensorium"
157,13,"I am experiencing  vomiting,  headache,  weakness of one body side,  altered sensorium"
158,13,"I am experiencing vomiting, headache, weakness of a body side, altered sensorium."
159,13,"I have vomiting, headache, weakness of one body side, altered sensorium."
160,13,"I am experiencing vomiting, headache, weakness of a body side, altered sensorium"
161,13,"I have vomiting, headache, weakness of a body side, altered sensorium"
162,14,"I have itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain"
163,14,"I suffer from itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain"
164,14,"I suffer from itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain"
165,14,"I am experiencing itching, vomiting, fatigue, weight loss, high fever, yellow skin, dark urine, abdominal pains."
166,14,"I am experiencing itching,  vomiting,  fatigue,  weight loss,  high fever,  yellowish skin,  dark urine,  abdominal pain"
167,14,"I am experiencing itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain"
168,14,"I have itching, vomiting, fatigue, weight loss, high fever, yellow skin, dark urine, abdominal pain."
169,14,"I am experiencing itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain"
170,14,"I have itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain"
171,15,"I am experiencing headache, fever, aches all over, weakness, vomiting, back pain, fainting, vulvar rash, excessive growth, knee lump or mass, itchy eyelid or wrist ache."
172,15,"headache, fever, ache all over, weakness, vomiting, back pain, fainting, vulvar sore, excessive growth, knee lump or mass, itchy eyelid, wrist weakness"
173,15,"I have headache, fever, ache all over, weakness, vomiting, back pain, fainting, vulvar sore, excess growth, knee lump or mass, itchy eyelids, wrist weakness"
174,15,"I experience chills, vomiting, high fever, sweating, headache, nausea, muscle pain."
175,15,"I am experiencing chills, vomiting, high fever, sweating, headache, nausea, muscle pain."
176,15,"I am experiencing headache, fever, ache all over, weakness, vomiting, back pain, fainting, vulvar sore, excessive growth, knee lump or mass, itchy eyelids, wrist weakness."
177,15,"I am having headache, fever, ache all over, weakness, vomiting, back pain, fainting, vulvar sore, excessive growth, joint lump or mass, itchy eyelids, wrist weakness"
178,15,"I am experiencing chills, vomiting, high fever, sweating, headache, nausea, muscle pain"
179,15,"I experience chills, vomiting, high fever, sweating, headaches, nausea, muscle pain."
180,15,"I am experiencing  chills,  vomiting,  high fever,  sweating,  headache,  nausea,  muscle pain"
181,15,"I have headache, fever, aching all over, weakness, vomiting, back pain, fainting, vulvar sore, excessive growth, knee knuckle or mass, itchy eyelids, wrist weakness"
182,15,"I have headache, fever, ache over all, weakness, vomiting, back pain, fainting, vulvar sore, excessive growth, knee lump or mass, itchy eyelids or wrist weakness"
183,15,"I am experiencing headache, fever, ache all over, weakness, vomiting, back pain, fainting, vulvar sore, excessive growth, knee lump or mass, itchy eyelid, wrist weakness"
184,15,"I have headache, vomiting, high fever, sweating, headache, nausea, muscle pain."
185,15,"I have chills, vomiting, high fever, sweating, headaches, nausea and muscle pain."
186,15,"I have headache, fever, ache all over, weakness, vomiting, back pain, fainting, vulvar pain, excessive growth, knee lump or mass, itchy eyelids and wrist weakness"
187,15,"I have headache, fever, ache all over, weakness, vomiting, back pain, fainting, vulvar sore, excessive growth, knee lump or mass, itchy eyelids, wrist weakness"
188,15,"I feel chills, vomiting, high fever, sweating, headache, nausea, muscle pain"
189,16,"I have itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swollen lymph nodes, malaise, red spots over body"
190,16,"I experience itching, skin rash, fatigue, lethargy, high fever, headache, appetite loss, mild fever, swelling of lymph nodes, malaise, red spots all over the body"
191,16,"I am experiencing itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swollen lymph nodes, malaise, red spots all over my body"
192,16,"I am experiencing itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over the body"
193,16,"I am experiencing itching,  skin rash,  fatigue,  lethargy,  high fever,  headache,  loss of appetite,  mild fever,  swelled lymph nodes,  malaise,  red spots over body"
194,16,"I am experiencing itching, skin rash, fatigue, lethargy, high fever, headache, lagging appetite, mild fever, swollen lymph nodes, malaise, red spots on the body."
195,16,"I have itching, skin rash, fatigue, lethargy, high fever, headache, weight loss, mild fever, swollen lymph nodes, malaise, red spots over body"
196,16,"I am experiencing itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swollen lymph nodes, malaise, red spots over body"
197,16,"I have itching, skin rash, fatigue, lethargy, high fever, headache, low appetite, mild fever, swollen lymph nodes, malaise, red spots over the body."
198,17,"I have skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, muscle pain, red spots over the body."
199,17,"I suffer from skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, lack of appetite, pain behind the eyes, back pain, muscle pain, red spots over body"
200,17,"I am experiencing skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, eye pain, back pain, muscle pain, red spots on the body."
201,17,"I am experiencing skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, muscle pain, red spots over the body"
202,17,"I am experiencing  skin rash,  chills,  joint pain,  vomiting,  fatigue,  high fever,  headache,  nausea,  loss of appetite,  pain behind the eyes,  back pain,  muscle pain,  red spots over body"
203,17,"I am experiencing skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, muscle pain, red spots all over body."
204,17,"I have skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, appetite loss, pain behind the eyes, back pain, muscle pain, red spots over the body"
205,17,"I am experiencing rash of the skin, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, muscle pain, red spots over the body."
206,17,"I have skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, muscle pain, red spots over the body"
207,18,"I have chills, vomiting, fatigue, high fever, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain."
208,18,"Am feeling chills, vomiting, fatigue, high fever, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos ), belly pain :"
209,18,"I am experiencing chills, vomiting, fatigue, high fever, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), stomach pain"
210,18,"I am experiencing colds, vomiting, fatigue, high fever, nausea, constipation, abdominal pain, diarrhoea, toxic appearance (typhos), belly pain"
211,18,"I am experiencing  chills,  vomiting,  fatigue,  high fever,  nausea,  constipation,  abdominal pain,  diarrhoea,  toxic look (typhos),  belly pain"
212,18,"I am experiencing chills, vomiting, fatigue, high fever, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos) with belly pains"
213,18,"I have chills, vomiting, fatigue, high fever, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain."
214,18,"I am experiencing chills, vomiting, fatigue, high fever, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain"
215,18,"I have headaches, vomiting, fatigue, high fever, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pains"
216,19,"I have joint pain, vomiting, yellow skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of the eyes, muscle pain"
217,19,"I am experiencing joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of the eyes, muscle pain"
218,19,"I am experiencing pain in joint, vomiting, yellowing skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, whiteness of eyes, muscle pain"
219,19,"I experience joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain"
220,19,"I am experiencing  joint pain,  vomiting,  yellowish skin,  dark urine,  nausea,  loss of appetite,  abdominal pain,  diarrhoea,  mild fever,  yellowing of eyes,  muscle pain"
221,19,"I experience joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of the eyes, muscle pain"
222,19,"I have joint pain, vomiting, yellow skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of the eyes, muscle pain."
223,19,"I am experiencing joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain"
224,19,"I have joint pain, vomiting, yellow skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain."
225,20,"I have itching, fatigue, lethargy, yellowish skin, dark urine, appetite loss, abdominal pain, yellow urine, yellowing of eyes, malaise, received blood transfusions, receiving unsterile injections"
226,20,"Itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing eyes, malaise, receiving blood transfusions, receiving unsterile injections"
227,20,"I feel itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of the eyes, malaise, receiving blood transfusions, receiving unsterile injections"
228,20,"I am experiencing itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of the eyes, malaise, receiving blood transfusions, unsterile injections"
229,20,"I am experiencing itching,  fatigue,  lethargy,  yellowish skin,  dark urine,  loss of appetite,  abdominal pain,  yellow urine,  yellowing of eyes,  malaise,  receiving blood transfusion,  receiving unsterile injections"
230,20,"I am experiencing itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusions, receiving unsterile injections"
231,20,"I have itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusions, receiving unsterile injections"
232,20,"I am experiencing itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, blood transfusions, unsterile injections"
233,20,"I have itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receive blood transfusions, receive unsterile injections."
234,21,"I have fatigue, yellow skin, nausea, loss of appetite, family history"
235,21,"I am experiencing fatigue, yellowish skin, nausea, loss of appetite, family history"
236,21,"I am experiencing fatigue, yellowish skin, nausea, weight loss, family history"
237,21,"I am experiencing fatigue, yellowish skin, nausea, loss of appetite, family history."
238,21,"I am experiencing  fatigue,  yellowish skin,  nausea,  loss of appetite,  family history"
239,21,"I am experiencing fatigue, yellowish skin, nausea, loss of appetite, family history"
240,21,"I have fatigue, yellowish skin, nausea, loss of appetite, family history"
241,21,"I am experiencing fatigue, yellowing of skin, nausea, loss of appetite and family history"
242,21,"I have fatigue, yellowish skin, nausea, weight loss, family history."
243,22,"I have pain in joints, vomiting, fatigue, yellowing skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes"
244,22,"I have joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of the eyes"
245,22,"I am experiencing joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of the eyes"
246,22,"I experience pain in joints, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes"
247,22,"I am experiencing  joint pain,  vomiting,  fatigue,  yellowish skin,  dark urine,  nausea,  loss of appetite,  abdominal pain,  yellowing of eyes"
248,22,"I am experiencing joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing eyes."
249,22,"I have joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes."
